area,area_code,area_name,year,sort,category,MYE
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,13,Rest of world Net,-27
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,14,Total Inflows,1385
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,15,Total Outflows,1551
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,16,Total Net,-166
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,18,Migration and other changes,-166
5. Former Local Government Districts (LGD1992),95HH,Carrickfergus,2011/2012,19,End population,39096
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,1,Starting population,67418
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,2,Births,813
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,3,Deaths,632
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,4,Natural Change,181
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,5,Internal Inflows,3404
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,6,Internal Outflows,3177
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,7,Internal Net,227
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,8,United Kingdom Inflows,312
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,9,United Kingdom Outflows,440
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,10,United Kingdom Net,-128
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,11,Rest of world Inflows,260
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,12,Rest of world Outflows,242
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,13,Rest of world Net,18
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,14,Total Inflows,3976
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,15,Total Outflows,3859
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,16,Total Net,117
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,18,Migration and other changes,117
5. Former Local Government Districts (LGD1992),95II,Castlereagh,2011/2012,19,End population,67716
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,1,Starting population,58959
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,2,Births,689
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,3,Deaths,483
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,4,Natural Change,206
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,5,Internal Inflows,2651
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,6,Internal Outflows,2631
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,7,Internal Net,20
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,8,United Kingdom Inflows,346
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,9,United Kingdom Outflows,394
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,10,United Kingdom Net,-48
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,11,Rest of world Inflows,463
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,12,Rest of world Outflows,607
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,13,Rest of world Net,-144
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,14,Total Inflows,3460
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,15,Total Outflows,3632
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,16,Total Net,-172
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,18,Migration and other changes,-172
5. Former Local Government Districts (LGD1992),95JJ,Coleraine,2011/2012,19,End population,58993
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,1,Starting population,37098
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,2,Births,535
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,3,Deaths,226
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,4,Natural Change,309
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,5,Internal Inflows,977
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,6,Internal Outflows,1004
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,7,Internal Net,-27
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,8,United Kingdom Inflows,130
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,9,United Kingdom Outflows,156
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,10,United Kingdom Net,-26
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,11,Rest of world Inflows,197
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,12,Rest of world Outflows,140
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,13,Rest of world Net,57
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,14,Total Inflows,1304
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,15,Total Outflows,1300
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,16,Total Net,4
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,18,Migration and other changes,4
5. Former Local Government Districts (LGD1992),95KK,Cookstown,2011/2012,19,End population,37411
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,1,Starting population,93334
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,2,Births,1480
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,3,Deaths,635
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,4,Natural Change,845
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,5,Internal Inflows,1969
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,6,Internal Outflows,1952
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,7,Internal Net,17
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,8,United Kingdom Inflows,463
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,9,United Kingdom Outflows,506
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,10,United Kingdom Net,-43
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,11,Rest of world Inflows,999
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,12,Rest of world Outflows,552
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,13,Rest of world Net,447
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,14,Total Inflows,3431
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,15,Total Outflows,3010
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,16,Total Net,421
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,17,Other changes,-3
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,18,Migration and other changes,418
5. Former Local Government Districts (LGD1992),95LL,Craigavon,2011/2012,19,End population,94597
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,1,Starting population,108261
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,2,Births,1646
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,3,Deaths,791
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,4,Natural Change,855
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,5,Internal Inflows,1779
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,6,Internal Outflows,1777
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,7,Internal Net,2
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,8,United Kingdom Inflows,631
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,9,United Kingdom Outflows,882
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,10,United Kingdom Net,-251
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,11,Rest of world Inflows,582
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,12,Rest of world Outflows,863
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,13,Rest of world Net,-281
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,14,Total Inflows,2992
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,15,Total Outflows,3522
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,16,Total Net,-530
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,18,Migration and other changes,-530
5. Former Local Government Districts (LGD1992),95MM,Derry,2011/2012,19,End population,108586
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,1,Starting population,69934
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,2,Births,989
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,3,Deaths,540
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,4,Natural Change,449
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,5,Internal Inflows,1649
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,6,Internal Outflows,1403
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,7,Internal Net,246
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,8,United Kingdom Inflows,387
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,9,United Kingdom Outflows,516
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,10,United Kingdom Net,-129
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,11,Rest of world Inflows,193
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,12,Rest of world Outflows,235
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,13,Rest of world Net,-42
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,14,Total Inflows,2229
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,15,Total Outflows,2154
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,16,Total Net,75
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,17,Other changes,-18
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,18,Migration and other changes,57
5. Former Local Government Districts (LGD1992),95NN,Down,2011/2012,19,End population,70440
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,1,Starting population,58100
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,2,Births,933
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,3,Deaths,404
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,4,Natural Change,529
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,5,Internal Inflows,1352
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,6,Internal Outflows,1532
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,7,Internal Net,-180
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,8,United Kingdom Inflows,217
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,9,United Kingdom Outflows,281
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,10,United Kingdom Net,-64
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,11,Rest of world Inflows,1013
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,12,Rest of world Outflows,585
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,13,Rest of world Net,428
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,14,Total Inflows,2582
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,15,Total Outflows,2398
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,16,Total Net,184
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,17,Other changes,0
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,18,Migration and other changes,184
5. Former Local Government Districts (LGD1992),95OO,Dungannon,2011/2012,19,End population,58813
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,1,Starting population,62006
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,2,Births,818
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,3,Deaths,462
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,4,Natural Change,356
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,5,Internal Inflows,1071
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,6,Internal Outflows,1018
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,7,Internal Net,53
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,8,United Kingdom Inflows,438
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,9,United Kingdom Outflows,491
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,10,United Kingdom Net,-53
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,11,Rest of world Inflows,461
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,12,Rest of world Outflows,424
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,13,Rest of world Net,37
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,14,Total Inflows,1970
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,15,Total Outflows,1933
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,16,Total Net,37
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,17,Other changes,1
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,18,Migration and other changes,38
5. Former Local Government Districts (LGD1992),95PP,Fermanagh,2011/2012,19,End population,62400
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,1,Starting population,32136
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,2,Births,341
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,3,Deaths,291
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,4,Natural Change,50
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,5,Internal Inflows,743
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,6,Internal Outflows,738
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,7,Internal Net,5
5. Former Local Government Districts (LGD1992),95QQ,Larne,2011/2012,8,United Kingdom Inflows,196
